output	output_page	panel	atom_id	source_role	source	source_page_1based	source_sha256	source_crop_top	destination_pt	embedding_method
Figure4.pdf	1	Figure4G	Figure4G	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/Figure4G_risk.pdf	1	93b8b993f5f7335ee1d433c95c5b985d30aa05d61025df7d962a9beeccd4ab48	0,0,1,1	452.000,363.040,142.000,118.320	pypdf.merge_transformed_page_vector
Figure4.pdf	1	Figure4F	Figure4F	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/Figure4F_ETV1_OS.pdf	1	7b25d84826cdda6c17fa7380725bb5b1ea4ecf074387ca9705eb610597d0d814	0,0,1,1	18.000,192.520,142.000,158.520	pypdf.merge_transformed_page_vector
Figure4.pdf	1	Figure4F	Figure4F	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/Figure4F_ETV1_RFS.pdf	1	acfeb45faa4edce5540adea7d9a8dca58d234bc39c260fcdd5ae978e3d24f649	0,0,1,1	164.000,192.520,142.000,158.520	pypdf.merge_transformed_page_vector
Figure4.pdf	1	Figure4F	Figure4F	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/Figure4F_ZNF444_OS.pdf	1	fcb3c4617bcdb4c885b4d3bdd39e5a0b00629a7f1bbe6f4eb92990fdec04ab9b	0,0,1,1	18.000,30.000,142.000,158.520	pypdf.merge_transformed_page_vector
Figure4.pdf	1	Figure4F	Figure4F	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/Figure4F_ZNF444_RFS.pdf	1	66a7cc2603d421506225be9a61b1b32f079ef4a8f8fa360a8df410b78c198233	0,0,1,1	164.000,30.000,142.000,158.520	pypdf.merge_transformed_page_vector
Figure4.pdf	1	Figure4H	Figure4H	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/Figure4H_CREBRF_DFS.pdf	1	c5c20c4526ff1981ab900c3c2b8bf48489bafc2e100c37bf4787381aa363bea3	0,0,1,1	306.000,192.520,142.000,158.520	pypdf.merge_transformed_page_vector
Figure4.pdf	1	Figure4H	Figure4H	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/Figure4H_CREBRF_OS.pdf	1	64fd0b41378f772946da15046d7147afcb886c1f5b5402559ad09e0902cbc6e1	0,0,1,1	452.000,192.520,142.000,158.520	pypdf.merge_transformed_page_vector
Figure4.pdf	1	Figure4H	Figure4H	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/Figure4H_PHC2_DFS.pdf	1	c826d022c5d985781bc6128368bf0d87baffff746e05555f7ce74db8592001f2	0,0,1,1	306.000,30.000,142.000,158.520	pypdf.merge_transformed_page_vector
Figure4.pdf	1	Figure4H	Figure4H	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/Figure4H_PHC2_OS.pdf	1	4d3f9cae4af8b308b72b1c3e01584705279fcd82211f6e926f158f0fb283964a	0,0,1,1	452.000,30.000,142.000,158.520	pypdf.merge_transformed_page_vector
Figure5.pdf	1	Figure5A	Figure5A	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/Figure5A.pdf	1	cfa1553a1f2f1e33aa3d908af2f1d4a0a9f64e3b627563eca6641d39e6e64a93	0,0,1,1	18.000,573.000,190.080,169.000	pypdf.merge_transformed_page_vector
Figure5.pdf	1	Figure5B	Figure5B	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/Figure5B.pdf	1	0751c8df15c03780feb6addf47765b66663369866df54ce760dc9590e1ef803c	0,0,1,1	208.080,573.000,195.840,169.000	pypdf.merge_transformed_page_vector
Figure5.pdf	1	Figure5C	Figure5C	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/Figure5C.pdf	1	5b7438245a91efc2b925e513b33dcd1ce918fd4edb55c981b49ad90c1c592ee7	0,0,1,1	403.920,573.000,190.080,169.000	pypdf.merge_transformed_page_vector
Figure5.pdf	1	Figure5D	Figure5D	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/Figure5D.pdf	1	96781f8387e11b8e6ec218b3297b56a62912e71ff81db80a33f1781ff49dbb37	0,0,1,1	18.000,370.280,195.840,190.720	pypdf.merge_transformed_page_vector
Figure5.pdf	1	Figure5E	Figure5E	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/Figure5E.pdf	1	b35c8e08edb874e8fd98cdff6aec369ea5727a3af80707d11fa33d77430d9071	0,0,1,1	18.000,239.960,195.840,118.320	pypdf.merge_transformed_page_vector
Figure5.pdf	1	Figure5F	Figure5F_low	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/Figure5F_Concordance_Index_Low_Sig_PI3K_MAPK_EGFR_Kinase.pdf	1	c403cc542bd183509ea20232dcff6e4840093751108c593b3285b5617e41dd1b	0,0,1,1	213.840,402.480,380.160,158.520	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	2	SupplementaryFigure2A	SupplementaryFigure2A	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig12-final/adapter_final_corrected/results/visuals/Figure1/SupplementaryFigure2A_METABRIC_log2FC_Viper.pdf	1	bf383bf44af8baf5cc0bb06c55d5a625be7a1647e6d5de9fbfafd74429590434	0,0,1,1	18.000,529.560,195.840,212.440	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	2	SupplementaryFigure2B	SupplementaryFigure2B	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig12-final/adapter_final_corrected/results/visuals/Figure1/SupplementaryFigure2B_VennDiagram_NonTNBC_TCGA_METABRIC.pdf	1	9c24904f498c0f8ff9da997be1deda6bec8f62ede02594f8c1be059bb53ad1ad	0,0,1,1	213.840,529.560,188.080,212.440	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	2	SupplementaryFigure2B	SupplementaryFigure2B	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig12-final/adapter_final_corrected/results/visuals/Figure1/SupplementaryFigure2B_VennDiagram_TNBC_TCGA_METABRIC.pdf	1	b398dda35dbb1c756fba7c2a5c33d2bc1f9c55d094807dc0a4893344cf5994ef	0,0,1,1	405.920,529.560,188.080,212.440	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	2	SupplementaryFigure2C	SupplementaryFigure2C	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig12-final/adapter_final_corrected/results/visuals/Figure1/SupplementaryFigure2C_TCGA_TRActivity_TNBC150_NonTNBC155_PearsonCor.pdf	1	7259fa948317ac90d0304d3cccab3609caa7cc08ee8c8bb4ee99a54c80ad2844	0,0,1,1	18.000,305.120,195.840,212.440	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	2	SupplementaryFigure2D	SupplementaryFigure2D	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig12-final/adapter_final_corrected/results/visuals/Figure1/SupplementaryFigure2D_PDX_TRActivity_TNBC150_NonTNBC155_PearsonCor.pdf	1	9b9f10e877b82629ae9d8421ce8519df60ed3cd34e6bdd56eeb0d00a420437a6	0,0,1,1	213.840,305.120,190.080,212.440	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	2	SupplementaryFigure2E	SupplementaryFigure2E	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig12-final/adapter_final_corrected/results/visuals/Figure1/SupplementaryFigure2E_Cell_Lines_TRActivity_TNBC150_NonTNBC155_PearsonCor.pdf	1	4ccc3cf24c6a72f3ace010f428fc10494b0709fe31d695d0dffd8cb0de574727	0,0,1,1	403.920,305.120,190.080,212.440	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	2	SupplementaryFigure2F	SupplementaryFigure2F	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig12-final/adapter_final_corrected/results/visuals/Figure1/SupplementaryFigure2F_CellLines_Basal157TRs.pdf	1	3e4a69a3ccef0b8d3e7dba1f95174893b8f6c101724bb87b0b1d996777327c6d	0,0,1,1	18.000,30.000,141.000,263.120	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	2	SupplementaryFigure2F	SupplementaryFigure2F	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig12-final/adapter_final_corrected/results/visuals/Figure1/SupplementaryFigure2F_METABRIC_Basal123TRs.pdf	1	627cf897e4121504a020794304863cba17f0d757f9ac2fc51fff07c410b1c7e8	0,0,1,1	163.000,30.000,141.000,263.120	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	2	SupplementaryFigure2F	SupplementaryFigure2F	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig12-final/adapter_final_corrected/results/visuals/Figure1/SupplementaryFigure2F_PDX_Basal157TRs.pdf	1	3b0adda5d3d9ea19fb29ab4892d26c2212b07094fa643e1ba03b4d687e7bcc5e	0,0,1,1	308.000,30.000,141.000,263.120	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	2	SupplementaryFigure2F	SupplementaryFigure2F	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig12-final/adapter_final_corrected/results/visuals/Figure1/SupplementaryFigure2F_TCGA_Basal157TRs.pdf	1	bb96521b962e702ddd00c103ddffeb99a8183089d5888f5f1bd93460b6e9ae79	0,0,1,1	453.000,30.000,141.000,263.120	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	3	SupplementaryFigure2A_secondary_GSE81089	SupplementaryFigure2A_secondary_GSE81089	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig12-final/adapter_final_corrected/secondary_validation/GSE81089/results/visuals/Figure1/SupplementaryFigure2A_METABRIC_log2FC_Viper.pdf	1	8522fd28e573e5df4aee0b40b33b19ec8fbcf7769bd17dba2c35265f630146e9	0,0,1,1	18.000,30.000,230.400,712.000	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	3	SupplementaryFigure2B_secondary_GSE81089	SupplementaryFigure2B_secondary_GSE81089	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig12-final/adapter_final_corrected/secondary_validation/GSE81089/results/visuals/Figure1/SupplementaryFigure2B_VennDiagram_NonTNBC_TCGA_METABRIC.pdf	1	5976b44e21a49cc19f9ddbe7f91e50fe5619ee551eda7de339f8f1c96da99038	0,0,1,1	248.400,30.000,170.800,712.000	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	3	SupplementaryFigure2B_secondary_GSE81089	SupplementaryFigure2B_secondary_GSE81089	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig12-final/adapter_final_corrected/secondary_validation/GSE81089/results/visuals/Figure1/SupplementaryFigure2B_VennDiagram_TNBC_TCGA_METABRIC.pdf	1	3864ca9af2f8b700cf0ebbc7db11eefa4388657864bc75ce15c91653e64b1fd0	0,0,1,1	423.200,30.000,170.800,712.000	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	4	SupplementaryFigure3A	SupplementaryFigure3A	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-supp3-port/run-v2/results/panels/SupplementaryFigure3A_TCGA_Number_Of_Called_Peaks.pdf	1	8ee91322d06ba8883fb1d00ca157975a4e13cbc59f49f547658ad4f4f70c3cc0	0,0,1,1	18.000,580.240,191.808,161.760	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	4	SupplementaryFigure3B	SupplementaryFigure3B	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-supp3-port/run-v2/results/panels/SupplementaryFigure3B_PDX_Number_Of_Called_Peaks.pdf	1	d94e5165d6d604744b52aaae81064aad25d9f61eaaf98bac5c6fed2d5819da5d	0,0,1,1	209.808,580.240,192.384,161.760	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	4	SupplementaryFigure3C	SupplementaryFigure3C	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-supp3-port/run-v2/results/panels/SupplementaryFigure3C_CellLines_Number_Of_Called_Peaks.pdf	1	e346bb6de33187cde06da475319d4c11b513b6fb51127f12bfd5dda44591974d	0,0,1,1	402.192,580.240,191.808,161.760	pypdf.merge_transformed_page_vector
