sample_id	state_score	LUAD_features	LUSC_features	truth	prediction
ACH-000667	-0.16582778471487	157	193	LUAD	LUSC
ACH-000669	0.568510539216161	157	193	LUSC	LUAD
ACH-000675	0.866539638157595	157	193	LUAD	LUAD
ACH-000677	-0.00819230418867452	157	193	LUAD	LUAD
ACH-000681	-0.289398500685128	157	193	LUAD	LUSC
ACH-000690	-3.2068724470491	157	193	LUSC	LUSC
ACH-000700	0.0998133989502571	157	193	LUSC	LUAD
ACH-000705	-2.49031271492841	157	193	LUSC	LUSC
ACH-000706	0.456343138840264	157	193	LUAD	LUAD
ACH-000710	0.964323655736909	157	193	LUAD	LUAD
ACH-000712	1.21623494600919	157	193	LUAD	LUAD
ACH-000718	0.721165288151367	157	193	LUAD	LUAD
ACH-000731	0.642878206056984	157	193	LUAD	LUAD
ACH-000733	0.810654116501296	157	193	LUAD	LUAD
ACH-000737	0.5712016748229	157	193	LUSC	LUAD
ACH-000744	-0.711623433406223	157	193	LUAD	LUSC
ACH-000747	-0.581489645059072	157	193	LUSC	LUSC
ACH-000757	-0.48758152603678	157	193	LUAD	LUSC
ACH-000766	-0.796218718441682	157	193	LUAD	LUSC
ACH-000769	-1.36949674399207	157	193	LUSC	LUSC
ACH-000774	-0.0020536379366682	157	193	LUAD	LUAD
ACH-000779	-0.468389845377645	157	193	LUAD	LUSC
ACH-000781	-0.128763833528789	157	193	LUAD	LUAD
ACH-000785	1.22498142821525	157	193	LUAD	LUAD
ACH-000787	0.33735731282507	157	193	LUAD	LUAD
ACH-000791	1.5818461085606	157	193	LUAD	LUAD
ACH-000837	-0.748372411097347	157	193	LUAD	LUSC
ACH-000841	1.19037135384778	157	193	LUAD	LUAD
ACH-000843	-2.57456007016017	157	193	LUSC	LUSC
ACH-000845	0.415670445941358	157	193	LUAD	LUAD
ACH-000851	0.136909693917468	157	193	LUAD	LUAD
ACH-000852	0.31481895695733	157	193	LUAD	LUAD
ACH-000858	-1.70969428554038	157	193	LUSC	LUSC
ACH-000860	-0.0101362592630277	157	193	LUAD	LUAD
ACH-000861	-0.087289410789502	157	193	LUAD	LUAD
ACH-000869	-0.452063364684023	157	193	LUAD	LUSC
ACH-000872	0.944745433214072	157	193	LUAD	LUAD
ACH-000875	0.882345895627517	157	193	LUAD	LUAD
ACH-000878	0.391053228646361	157	193	LUSC	LUAD
ACH-000886	-0.198337356959323	157	193	LUAD	LUSC
ACH-000888	-0.0165020494126257	157	193	LUAD	LUAD
ACH-000892	0.446634444969805	157	193	LUAD	LUAD
ACH-000893	0.593242823157864	157	193	LUAD	LUAD
ACH-000894	0.959830841982702	157	193	LUSC	LUAD
ACH-000900	-0.935901455002721	157	193	LUAD	LUSC
ACH-000916	0.658473432107094	157	193	LUAD	LUAD
ACH-000921	-0.752711251550168	157	193	LUSC	LUSC
ACH-000925	0.192760077176378	157	193	LUAD	LUAD
ACH-000945	0.318955689769353	157	193	LUAD	LUAD
ACH-000951	0.504907540117724	157	193	LUAD	LUAD
ACH-000975	-0.364741908762171	157	193	LUSC	LUSC
ACH-001113	-2.70939070601097	157	193	LUSC	LUSC
