variant	layer	TF	patient_support	PDX_support	cell_line_support	triple_system_evaluable	triple_system_support
B1	NKX2_1_high_TRU_concordant	ELF3	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B1	NKX2_1_high_TRU_concordant	ETV1	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B1	NKX2_1_high_TRU_concordant	FOXA3	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	TRUE	FALSE	NOT_EVALUABLE
B1	NKX2_1_high_TRU_concordant	FOXD2	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B1	NKX2_1_high_TRU_concordant	NFATC4	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	TRUE	FALSE	NOT_EVALUABLE
B1	NKX2_1_high_TRU_concordant	NR3C2	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B1	NKX2_1_high_TRU_concordant	XBP1	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	TRUE	FALSE	NOT_EVALUABLE
B1	NKX2_1_high_TRU_concordant	ZBTB18	FALSE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B1	NKX2_1_high_TRU_concordant	ZNF141	FALSE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B1	NKX2_1_high_TRU_concordant	ZNF19	FALSE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B1	NKX2_1_high_TRU_concordant	ZNF254	FALSE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B1	NKX2_1_high_TRU_concordant	ZNF281	FALSE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B1	NKX2_1_high_TRU_concordant	ZNF33A	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B1	NKX2_1_high_TRU_concordant	ZNF33B	FALSE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B1	NKX2_1_high_TRU_concordant	ZNF341	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B1	NKX2_1_high_TRU_concordant	ZNF444	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B1	NKX2_1_high_TRU_concordant	ZNF540	FALSE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B1	NKX2_1_high_TRU_concordant	ZNF75D	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B2	TRU_like	CREB3L2	TRUE	FALSE	FALSE	TRUE	FALSE
B2	TRU_like	E2F5	FALSE	FALSE	FALSE	TRUE	FALSE
B2	TRU_like	ELF3	TRUE	FALSE	TRUE	TRUE	FALSE
B2	TRU_like	ETV1	TRUE	FALSE	FALSE	TRUE	FALSE
B2	TRU_like	FOXA3	TRUE	FALSE	TRUE	TRUE	FALSE
B2	TRU_like	FOXD2	TRUE	FALSE	FALSE	TRUE	FALSE
B2	TRU_like	NFATC4	TRUE	FALSE	TRUE	TRUE	FALSE
B2	TRU_like	NR3C2	TRUE	FALSE	FALSE	TRUE	FALSE
B2	TRU_like	XBP1	TRUE	FALSE	TRUE	TRUE	FALSE
B2	TRU_like	ZBTB18	FALSE	FALSE	FALSE	TRUE	FALSE
B2	TRU_like	ZNF141	FALSE	FALSE	FALSE	TRUE	FALSE
B2	TRU_like	ZNF19	FALSE	FALSE	FALSE	TRUE	FALSE
B2	TRU_like	ZNF254	FALSE	FALSE	FALSE	TRUE	FALSE
B2	TRU_like	ZNF281	FALSE	FALSE	FALSE	TRUE	FALSE
B2	TRU_like	ZNF33A	TRUE	FALSE	TRUE	TRUE	FALSE
B2	TRU_like	ZNF33B	FALSE	FALSE	FALSE	TRUE	FALSE
B2	TRU_like	ZNF341	TRUE	FALSE	FALSE	TRUE	FALSE
B2	TRU_like	ZNF444	TRUE	FALSE	FALSE	TRUE	FALSE
B2	TRU_like	ZNF540	FALSE	FALSE	FALSE	TRUE	FALSE
B2	TRU_like	ZNF75D	TRUE	FALSE	FALSE	TRUE	FALSE
B2	NKX2_1_high_TRU_concordant	CREB3L2	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B2	NKX2_1_high_TRU_concordant	E2F5	FALSE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B2	NKX2_1_high_TRU_concordant	ELF3	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	TRUE	FALSE	NOT_EVALUABLE
B2	NKX2_1_high_TRU_concordant	ETV1	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B2	NKX2_1_high_TRU_concordant	FOXA3	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	TRUE	FALSE	NOT_EVALUABLE
B2	NKX2_1_high_TRU_concordant	FOXD2	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B2	NKX2_1_high_TRU_concordant	NFATC4	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	TRUE	FALSE	NOT_EVALUABLE
B2	NKX2_1_high_TRU_concordant	NR3C2	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B2	NKX2_1_high_TRU_concordant	XBP1	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	TRUE	FALSE	NOT_EVALUABLE
B2	NKX2_1_high_TRU_concordant	ZBTB18	FALSE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B2	NKX2_1_high_TRU_concordant	ZNF141	FALSE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B2	NKX2_1_high_TRU_concordant	ZNF19	FALSE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B2	NKX2_1_high_TRU_concordant	ZNF254	FALSE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B2	NKX2_1_high_TRU_concordant	ZNF281	FALSE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B2	NKX2_1_high_TRU_concordant	ZNF33A	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	TRUE	FALSE	NOT_EVALUABLE
B2	NKX2_1_high_TRU_concordant	ZNF33B	FALSE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B2	NKX2_1_high_TRU_concordant	ZNF341	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B2	NKX2_1_high_TRU_concordant	ZNF444	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B2	NKX2_1_high_TRU_concordant	ZNF540	FALSE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B2	NKX2_1_high_TRU_concordant	ZNF75D	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B3	TRU_like	CREB3L2	TRUE	FALSE	FALSE	TRUE	FALSE
B3	TRU_like	E2F5	TRUE	FALSE	TRUE	TRUE	FALSE
B3	TRU_like	ELF3	TRUE	FALSE	FALSE	TRUE	FALSE
B3	TRU_like	ETV1	TRUE	FALSE	FALSE	TRUE	FALSE
B3	TRU_like	FOXA3	TRUE	FALSE	TRUE	TRUE	FALSE
B3	TRU_like	FOXD2	TRUE	FALSE	FALSE	TRUE	FALSE
B3	TRU_like	NFATC4	TRUE	FALSE	TRUE	TRUE	FALSE
B3	TRU_like	NR3C2	TRUE	FALSE	FALSE	TRUE	FALSE
B3	TRU_like	XBP1	TRUE	FALSE	TRUE	TRUE	FALSE
B3	TRU_like	ZBTB18	FALSE	FALSE	FALSE	TRUE	FALSE
B3	TRU_like	ZNF141	FALSE	FALSE	FALSE	TRUE	FALSE
B3	TRU_like	ZNF19	FALSE	FALSE	FALSE	TRUE	FALSE
B3	TRU_like	ZNF254	FALSE	FALSE	FALSE	TRUE	FALSE
B3	TRU_like	ZNF281	TRUE	FALSE	TRUE	TRUE	FALSE
B3	TRU_like	ZNF33A	FALSE	FALSE	FALSE	TRUE	FALSE
B3	TRU_like	ZNF33B	FALSE	FALSE	FALSE	TRUE	FALSE
B3	TRU_like	ZNF341	TRUE	FALSE	FALSE	TRUE	FALSE
B3	TRU_like	ZNF444	TRUE	FALSE	FALSE	TRUE	FALSE
B3	TRU_like	ZNF540	TRUE	FALSE	FALSE	TRUE	FALSE
B3	TRU_like	ZNF75D	FALSE	FALSE	FALSE	TRUE	FALSE
B3	NKX2_1_high_TRU_concordant	CREB3L2	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B3	NKX2_1_high_TRU_concordant	E2F5	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	TRUE	FALSE	NOT_EVALUABLE
B3	NKX2_1_high_TRU_concordant	ELF3	FALSE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B3	NKX2_1_high_TRU_concordant	ETV1	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B3	NKX2_1_high_TRU_concordant	FOXA3	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	TRUE	FALSE	NOT_EVALUABLE
B3	NKX2_1_high_TRU_concordant	FOXD2	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B3	NKX2_1_high_TRU_concordant	NFATC4	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	TRUE	FALSE	NOT_EVALUABLE
B3	NKX2_1_high_TRU_concordant	NR3C2	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B3	NKX2_1_high_TRU_concordant	XBP1	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B3	NKX2_1_high_TRU_concordant	ZBTB18	FALSE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B3	NKX2_1_high_TRU_concordant	ZNF141	FALSE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B3	NKX2_1_high_TRU_concordant	ZNF19	FALSE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B3	NKX2_1_high_TRU_concordant	ZNF254	FALSE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B3	NKX2_1_high_TRU_concordant	ZNF281	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	TRUE	FALSE	NOT_EVALUABLE
B3	NKX2_1_high_TRU_concordant	ZNF33A	FALSE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B3	NKX2_1_high_TRU_concordant	ZNF33B	FALSE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B3	NKX2_1_high_TRU_concordant	ZNF341	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B3	NKX2_1_high_TRU_concordant	ZNF444	TRUE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B3	NKX2_1_high_TRU_concordant	ZNF540	FALSE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
B3	NKX2_1_high_TRU_concordant	ZNF75D	FALSE	NOT_EVALUABLE_NO_MATCHED_RNA	FALSE	FALSE	NOT_EVALUABLE
